Color,Direction,Eccentricity (degrees),Reaction Time (s),Correctness,1/2/3 Colors,Trial,Name,Attention,Circle Size (degrees)
"[255, 0, 0]",0,35,0.38759021,1,2,73,A,Overt,4
"[255, 0, 0]",0,35,0.25043018,1,2,78,A,Overt,4
"[255, 0, 0]",0,0,0.34096262,1,2,80,A,Overt,4
"[255, 0, 0]",2,30,0.36797658,1,2,81,A,Overt,4
"[255, 0, 0]",2,25,0.32233449,1,2,82,A,Overt,4
"[255, 0, 0]",0,40,0.42750432,1,2,84,A,Overt,4
"[255, 0, 0]",2,10,0.34266089,1,2,86,A,Overt,4
"[255, 0, 0]",0,10,0.36428908,1,2,88,A,Overt,4
"[255, 0, 0]",2,15,0.28375793,1,2,90,A,Overt,4
"[255, 0, 0]",0,35,0.38532865,1,2,91,A,Overt,4
"[255, 0, 0]",2,25,0.31670492,1,2,92,A,Overt,4
"[255, 0, 0]",0,0,0.2797797,1,2,93,A,Overt,4
"[255, 0, 0]",2,35,0.39406375,1,2,95,A,Overt,4
"[255, 0, 0]",0,10,0.28395566,1,2,96,A,Overt,4
"[255, 0, 0]",0,20,0.29437969,0,2,98,A,Overt,4
"[255, 0, 0]",0,40,0.34245192,1,2,100,A,Overt,4
"[255, 0, 0]",2,35,0.34718253,1,2,104,A,Overt,4
"[255, 0, 0]",0,15,0.32543766,1,2,105,A,Overt,4
"[255, 0, 0]",0,25,0.28069109,0,2,108,A,Overt,4
"[255, 0, 0]",0,40,0.31859145,1,2,109,A,Overt,4
"[255, 0, 0]",2,20,0.36821897,1,2,113,A,Overt,4
"[255, 0, 0]",0,10,0.3623872,1,2,114,A,Overt,4
"[255, 0, 0]",0,20,0.39106431,1,2,115,A,Overt,4
"[255, 0, 0]",0,15,0.33610663,1,2,116,A,Overt,4
"[255, 0, 0]",2,15,0.3477877,1,2,121,A,Overt,4
"[255, 0, 0]",0,10,0.4091724,1,2,122,A,Overt,4
"[255, 0, 0]",0,35,0.45427542,1,2,127,A,Overt,4
"[255, 0, 0]",0,20,0.33214042,1,2,128,A,Overt,4
"[255, 0, 0]",2,25,0.34297524,1,2,129,A,Overt,4
"[255, 0, 0]",2,5,0.35935846,0,2,130,A,Overt,4
"[255, 0, 0]",0,15,0.31030448,1,2,131,A,Overt,4
"[255, 0, 0]",2,10,0.30038995,1,2,134,A,Overt,4
"[255, 0, 0]",2,40,0.3248513,1,2,136,A,Overt,4
"[255, 0, 0]",0,0,0.29818736,0,2,137,A,Overt,4
"[255, 0, 0]",0,15,0.3096316,1,2,138,A,Overt,4
"[255, 0, 0]",0,0,0.34491051,1,2,146,A,Overt,4
"[255, 0, 0]",2,20,0.33535038,1,2,148,A,Overt,4
"[255, 0, 0]",2,10,0.32702941,1,2,150,A,Overt,4
"[255, 0, 0]",2,0,0.34397729,1,2,151,A,Overt,4
"[255, 0, 0]",0,0,0.36086835,1,2,153,A,Overt,4
"[255, 0, 0]",0,25,0.34153154,0,2,157,A,Overt,4
"[255, 0, 0]",0,15,0.33324496,1,2,158,A,Overt,4
"[255, 0, 0]",2,10,0.36004176,1,2,162,A,Overt,4
"[255, 0, 0]",0,5,0.34393476,1,2,164,A,Overt,4
"[255, 0, 0]",2,25,0.32480936,1,2,165,A,Overt,4
"[255, 0, 0]",2,10,0.33365255,1,2,166,A,Overt,4
"[255, 0, 0]",0,25,0.37656011,1,2,167,A,Overt,4
"[255, 0, 0]",0,20,0.34214501,1,2,173,A,Overt,4
"[255, 0, 0]",2,5,0.43015995,1,2,178,A,Overt,4
"[255, 0, 0]",2,15,0.3926831,1,2,179,A,Overt,4
"[255, 0, 0]",0,25,0.33465323,1,2,182,A,Overt,4
"[255, 0, 0]",0,0,0.40957279,1,2,185,A,Overt,4
"[255, 0, 0]",2,35,0.41289072,1,2,188,A,Overt,4
"[255, 0, 0]",2,5,0.33657049,1,2,189,A,Overt,4
"[255, 0, 0]",0,40,0.45037621,1,2,194,A,Overt,4
"[255, 0, 0]",2,30,0.39148686,1,2,195,A,Overt,4
"[255, 0, 0]",0,0,0.30174652,1,2,196,A,Overt,4
"[255, 0, 0]",2,10,0.3486026,1,2,199,A,Overt,4
"[255, 0, 0]",2,35,0.35076647,1,2,202,A,Overt,4
"[255, 0, 0]",2,25,0.36058096,1,2,203,A,Overt,4
"[255, 0, 0]",2,25,0.35050207,1,2,205,A,Overt,4
"[255, 0, 0]",2,15,0.37284268,1,2,208,A,Overt,4
"[255, 0, 0]",2,30,0.35547114,1,2,210,A,Overt,4
"[255, 0, 0]",2,30,0.34198888,1,2,214,A,Overt,4
"[255, 0, 0]",0,0,0.3310231,1,2,216,A,Overt,4
"[255, 0, 0]",0,5,0.37239113,1,2,217,A,Overt,4
"[255, 0, 0]",2,20,0.34988868,1,2,218,A,Overt,4
"[255, 0, 0]",2,0,0.34966173,1,2,219,A,Overt,4
"[255, 0, 0]",2,35,0.52031066,1,2,220,A,Overt,4
"[255, 0, 0]",0,30,0.42795191,1,2,223,A,Overt,4
"[255, 0, 0]",2,15,0.38007133,1,2,225,A,Overt,4
"[255, 0, 0]",0,25,0.34125327,1,2,228,A,Overt,4
"[255, 0, 0]",2,15,0.33437216,1,2,230,A,Overt,4
"[255, 0, 0]",0,20,0.39191272,1,2,231,A,Overt,4
"[255, 0, 0]",0,25,0.39943621,1,2,232,A,Overt,4
"[255, 0, 0]",0,0,0.34453422,1,2,236,A,Overt,4
"[255, 0, 0]",0,30,0.37092821,1,2,237,A,Overt,4
"[255, 0, 0]",0,10,0.36762349,1,2,238,A,Overt,4
"[255, 0, 0]",2,30,0.39597152,1,2,240,A,Overt,4
"[255, 0, 0]",0,20,0.38718276,1,2,242,A,Overt,4
"[255, 0, 0]",2,35,0.40732405,1,2,244,A,Overt,4
"[255, 0, 0]",0,30,0.4438196,1,2,249,A,Overt,4
"[255, 0, 0]",0,40,0.40661871,1,2,250,A,Overt,4
"[255, 0, 0]",2,40,0.43707289,1,2,253,A,Overt,4
"[255, 0, 0]",2,15,0.40413766,1,2,258,A,Overt,4
"[255, 0, 0]",2,40,0.45556014,1,2,260,A,Overt,4
"[255, 0, 0]",0,10,0.36346385,1,2,262,A,Overt,4
"[255, 0, 0]",0,10,0.31310042,1,2,263,A,Overt,4
"[255, 0, 0]",2,10,0.31984181,1,2,269,A,Overt,4
"[255, 0, 0]",2,0,0.31888052,1,2,270,A,Overt,4
"[255, 0, 0]",0,10,0.32732824,1,2,273,A,Overt,4
"[255, 0, 0]",0,5,0.38506894,1,2,274,A,Overt,4
"[255, 0, 0]",2,0,0.30679381,1,2,280,A,Overt,4
"[255, 0, 0]",0,35,0.37247789,1,2,281,A,Overt,4
"[255, 0, 0]",0,40,0.42074772,1,2,282,A,Overt,4
"[255, 0, 0]",2,35,0.53343888,1,2,283,A,Overt,4
"[255, 0, 0]",0,5,0.34974366,1,2,285,A,Overt,4
"[255, 0, 0]",2,25,0.36563701,1,2,286,A,Overt,4
"[255, 0, 0]",0,5,0.34972885,1,2,287,A,Overt,4
"[255, 0, 0]",0,35,0.34923162,1,2,73,A,Overt,4
"[255, 0, 0]",0,15,0.40847316,1,2,75,A,Overt,4
"[255, 0, 0]",2,25,0.90293545,1,2,79,A,Overt,4
"[255, 0, 0]",0,0,0.37983277,1,2,83,A,Overt,4
"[255, 0, 0]",0,25,0.37750984,1,2,84,A,Overt,4
"[255, 0, 0]",2,25,0.40179874,1,2,85,A,Overt,4
